City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Saint-Pierre,-21.3393,55.4781,78.8,94,75,9.22,RE,1610456071
Pacific Grove,36.6177,-121.9166,46.4,93,1,4.41,US,1610455853
Paamiut,61.994,-49.6678,25.18,96,100,15.57,GL,1610456072
Sistranda,63.7256,8.834,28.4,86,90,18.41,NO,1610456073
Province of Trapani,37.8333,12.6667,55.99,82,75,19.57,IT,1610456073
Havre-St-Pierre,50.2334,-63.5986,10.4,85,90,4.61,CA,1610456074
Shingū,33.7333,135.9833,34.74,88,3,7.27,JP,1610456075
Khislavichi,54.1871,32.1582,23.0,98,100,8.03,RU,1610456076
Tura,25.5198,90.2201,59.63,51,0,1.21,IN,1610456077
Clovis,36.8252,-119.7029,50.0,81,1,2.55,US,1610456077
Rocha,-34.4833,-54.3333,70.16,40,100,11.83,UY,1610456078
Arman',59.7,150.1667,4.71,93,100,6.8,RU,1610456078
Abonnema,4.7084,6.7931,88.2,57,55,4.43,NG,1610456079
Neryungri,56.6709,124.6491,-27.17,83,99,2.48,RU,1610456079
Yurimaguas,-5.9,-76.0833,73.74,95,100,1.77,PE,1610456080
Kalangala,-0.3089,32.225,75.4,60,24,5.3,UG,1610456080
Makīnsk,52.6292,70.4169,-5.39,90,100,13.15,KZ,1610456081
Ust-Maya,60.4167,134.5333,-50.42,75,82,1.72,RU,1610456081
Kailua,21.4022,-157.7394,73.4,83,75,12.66,US,1610455857
Thinadhoo,0.5333,72.9333,82.0,78,99,19.15,MV,1610456082
Marktoberdorf,47.7833,10.6167,32.0,86,90,36.82,DE,1610456083
Palmeiras de Goiás,-16.805,-49.9258,80.91,68,97,3.6,BR,1610456083
San Jerónimo,-11.9472,-75.2829,53.74,63,97,1.3,PE,1610456084
Meulaboh,4.1363,96.1285,78.04,87,100,8.55,ID,1610456085
Baharly,38.4362,57.4316,39.34,70,0,2.77,TM,1610456068
Dingle,10.9995,122.6711,72.82,87,100,10.87,PH,1610456086
Quatre Cocos,-20.2078,57.7625,82.4,83,40,18.41,MU,1610456086
Huntsville,34.7304,-86.5861,32.0,93,90,4.61,US,1610455910
Camapuã,-19.5314,-54.0439,86.97,48,76,6.15,BR,1610456087
Novorudnyy,51.5026,58.1873,-2.2,71,75,4.47,RU,1610456088
Flin Flon,54.7682,-101.865,23.0,80,90,10.36,CA,1610456088
Alyangula,-13.8483,136.4192,78.8,100,25,9.8,AU,1610456089
Porto Recanati,43.4365,13.6613,45.0,23,52,3.0,IT,1610456089
Alberton,46.8168,-64.0654,28.4,93,100,11.5,CA,1610456091
Huangmei,30.1924,116.025,42.48,60,0,2.28,CN,1610456091
Talnakh,69.4865,88.3972,-14.66,88,100,9.42,RU,1610456092
Luba,3.4568,8.5547,86.0,74,40,8.05,GQ,1610456092
Jumla,29.2747,82.1838,40.78,51,0,2.48,NP,1610456093
Tahoua,14.8888,5.2692,91.4,6,0,6.91,NE,1610456094
Liverpool,53.4106,-2.9779,42.8,56,0,6.91,GB,1610456094
High Rock,26.6208,-78.2833,64.4,94,75,2.3,BS,1610456095
Sibolga,1.7427,98.7792,77.31,83,100,2.42,ID,1610456049
Grindavik,63.8424,-22.4338,35.6,80,75,23.02,IS,1610456096
Hofn,64.2539,-15.2082,30.38,86,0,7.58,IS,1610456096
Fukuechō,32.6881,128.8419,47.68,65,100,17.38,JP,1610456066
Yanam,16.7333,82.2167,80.6,65,92,6.91,IN,1610456097
San Cristobal,7.7669,-72.225,71.6,100,40,2.3,VE,1610456098
Tagusao,9.1924,117.8141,79.83,81,100,17.67,PH,1610456098
Lumsden,50.6501,-104.8678,17.6,86,20,13.8,CA,1610456099
La Santisima Trinidad,-14.8333,-64.9,80.6,89,3,8.05,BO,1610456099
Kodīnar,20.7903,70.7031,81.21,36,0,4.16,IN,1610456100
Nuuk,64.1835,-51.7216,23.0,86,75,9.22,GL,1610456100
Plettenberg Bay,-34.0527,23.3716,72.18,84,92,19.84,ZA,1610456101
Alice Springs,-23.7,133.8833,82.4,28,0,4.61,AU,1610455853
Martinez,38.0194,-122.1341,48.99,81,1,1.88,US,1610456102
Japura,-0.3167,102.35,73.4,97,100,1.74,ID,1610456103
Manyana,-23.4,21.7167,90.72,31,57,11.3,BW,1610456104
Boueni,-12.9025,45.0761,86.0,66,0,13.8,YT,1610456105
San Juan,-31.5375,-68.5364,67.93,28,12,6.31,AR,1610455963
Vengurla,15.8667,73.6333,87.8,42,40,8.05,IN,1610456106
Ancud,-41.8697,-73.8203,54.0,81,0,3.44,CL,1610456106
Yar-Sale,66.8333,70.8333,-3.89,89,26,9.86,RU,1610456107
Santa Cruz de La Palma,28.6835,-17.7642,59.0,82,75,8.05,ES,1610456107
Sangar,63.9242,127.4739,-44.88,78,90,4.34,RU,1610456108
Gladstone,-23.85,151.25,75.2,69,90,8.05,AU,1610456108
Kisesa,-3.0833,34.15,74.62,68,94,3.42,TZ,1610456109
Saint-Philippe,-21.3585,55.7679,78.8,94,75,9.22,RE,1610456110
Susa,32.1942,48.2436,68.29,24,0,6.02,IR,1610456110
La Reforma,18.1,-91.0167,66.78,97,90,3.38,MX,1610456111
Pangnirtung,66.1451,-65.7125,1.4,85,90,3.44,CA,1610456111
Semey,50.4111,80.2275,23.0,80,75,17.9,KZ,1610456112
Bagotville,-28.9833,153.4167,69.8,88,40,3.2,AU,1610456112
Gallup,35.5281,-108.7426,1.4,71,1,3.65,US,1610456113
Terrace,54.5163,-128.6035,32.0,100,90,8.05,CA,1610456113
Kyaikkami,16.08,97.5675,76.69,51,5,14.32,MM,1610456114
Son La,21.3167,103.9,47.57,56,100,1.19,VN,1610456114
Guapí,2.5708,-77.8854,76.12,91,44,3.94,CO,1610456115
Rostovka,55.3842,71.8891,-7.47,87,100,18.1,RU,1610456116
Todos Santos,23.45,-110.2167,55.99,82,1,4.68,MX,1610456116
Buritizeiro,-17.3511,-44.9622,81.25,73,14,5.06,BR,1610456117
Wuda,39.4994,106.7117,30.7,59,0,24.38,CN,1610456117
Mastic Beach,40.7668,-72.8521,24.8,80,1,3.44,US,1610456118
Conway,35.0887,-92.4421,25.0,93,1,3.22,US,1610455857
Bubaque,11.2833,-15.8333,76.87,44,5,10.76,GW,1610456119
Ulaanbaatar,47.9077,106.8832,-7.6,71,40,2.24,MN,1610455884
Bethanien,-26.502,17.1583,88.11,38,100,8.19,NA,1610456120
Pensacola,30.4213,-87.2169,39.99,93,90,10.36,US,1610456083
Pindobaçu,-10.7417,-40.3608,83.32,58,54,5.48,BR,1610456121
Balkhash,46.844,74.9804,21.2,86,75,17.9,KZ,1610456121
Chapais,49.7834,-74.8492,12.2,92,90,3.44,CA,1610456122
Yushu,44.8,126.5333,14.13,97,100,7.61,CN,1610456123
Sharjah city,25.3573,55.4033,73.4,35,0,10.36,AE,1610456038
Estevan,49.1334,-102.9842,32.0,80,1,9.22,CA,1610456124
Poum,-20.2333,164.0167,81.72,83,47,15.41,NC,1610456124
Tuensang,26.2833,94.8333,52.77,83,23,0.94,IN,1610456125
Bilma,18.6853,12.9164,86.31,12,0,6.35,NE,1610456126
Kota,25.1833,75.8333,62.56,30,0,0.94,IN,1610456126
Diu,20.7141,70.9822,75.74,52,0,3.47,IN,1610456127
Ketchikan,55.3422,-131.6461,44.6,76,90,25.32,US,1610456127
Kyren,51.6828,102.1408,-5.89,83,95,0.72,RU,1610456128
Saint-François,46.4154,3.9054,41.0,81,90,11.5,FR,1610456128
Shimoda,34.6667,138.95,36.0,93,4,13.29,JP,1610456129
Padang,-0.9492,100.3543,78.17,77,100,5.14,ID,1610455925
Kamenka,51.3223,42.7678,23.0,89,85,4.76,RU,1610455978
Praia,14.9215,-23.5087,77.0,50,40,23.02,CV,1610456130
Marataizes,-21.0433,-40.8244,80.31,74,5,8.37,BR,1610455926
Kelowna,49.8831,-119.4857,36.0,100,90,2.3,CA,1610456131
Bessonovka,53.3097,45.0407,8.76,95,86,3.85,RU,1610456132
Tevaitoa,-16.7833,-151.5,80.44,78,100,22.24,PF,1610456133
Sémbé,1.6481,14.5806,89.98,42,69,2.86,CG,1610456133
Sitka,57.0531,-135.33,42.8,70,90,14.97,US,1610456134
Saint-Augustin,51.226,-58.6502,12.76,84,8,6.58,CA,1610456134
Guiratinga,-16.3494,-53.7583,85.1,58,45,3.62,BR,1610456135
Almeria,37.1667,-2.3333,55.4,62,20,4.61,ES,1610456135
Lithakia,37.7167,20.8333,62.6,63,20,13.8,GR,1610456136
Yaan,7.3833,8.5667,99.48,12,0,8.12,NG,1610456137
Bambanglipuro,-7.95,110.2833,79.81,85,99,10.18,ID,1610455891
Fianarantsoa,-21.4333,47.0833,78.58,57,47,5.06,MG,1610456064
Kupang,-10.1667,123.5833,80.6,94,20,3.44,ID,1610456138
Zakamensk,50.3741,103.2863,-9.63,84,100,1.25,RU,1610456139
Valley City,46.9233,-98.0032,24.8,100,1,14.97,US,1610456139
Dombarovskiy,50.7587,59.5386,-9.0,91,66,3.83,RU,1610456140
Benguela,-12.5763,13.4055,82.62,57,0,10.6,AO,1610456140
Găujani,43.7333,25.7,34.0,100,90,5.75,RO,1610456141
Puerto Quijarro,-17.7833,-57.7667,91.96,47,35,5.73,BO,1610456142
Devils Lake,48.1128,-98.8651,21.0,93,1,10.36,US,1610456142
Tuy Hoa,13.0833,109.3,65.35,84,100,13.06,VN,1610456143
Portland,45.5234,-122.6762,54.0,92,100,5.99,US,1610455658
Nueva Loja,0.0847,-76.8828,73.4,94,90,1.14,EC,1610456144
Turukhansk,65.8167,87.9833,-24.66,86,73,3.27,RU,1610456144
Smithers,54.7804,-127.1743,35.6,64,90,6.91,CA,1610456087
Kenitra,34.261,-6.5802,57.2,54,0,9.22,MA,1610456146
Phan Thiet,10.9333,108.1,71.44,68,2,12.71,VN,1610456146
Christchurch,-43.5333,172.6333,63.0,88,90,10.36,NZ,1610456147
Winnemucca,40.973,-117.7357,30.99,82,100,4.32,US,1610456147
Mvuma,-19.2792,30.5283,75.87,71,99,6.96,ZW,1610456148
Tartu,58.3806,26.7251,30.99,86,90,13.8,EE,1610456148
Barra de Tecoanapa,16.5167,-98.75,72.1,77,0,4.25,MX,1610456149
Corumbá,-19.0092,-57.6533,84.2,74,0,6.91,BR,1610456150
Ashquelon,31.6693,34.5715,80.01,34,7,1.99,IL,1610456150
Nioro,13.35,-15.75,91.47,11,83,8.93,GM,1610456151
Los Llanos de Aridane,28.6585,-17.9182,59.0,82,75,8.05,ES,1610456152
Mattru,7.6244,-11.8332,89.4,58,98,1.41,SL,1610456152
Inongo,-1.95,18.2667,80.91,65,86,3.6,CD,1610456153
Erdenet,49.0333,104.0833,-6.02,91,92,4.65,MN,1610456153
Gwanda,-20.9333,29.0,83.01,54,89,10.94,ZW,1610456154
Jutaí,-5.1833,-68.9,75.25,93,89,2.1,BR,1610456154
Mosquera,4.7059,-74.2302,57.2,58,20,6.91,CO,1610456043
Shatrovo,56.5167,64.6333,-10.7,88,100,10.83,RU,1610456155
Mercedes,-34.6515,-59.4307,68.0,47,56,1.01,AR,1610455993
Rawson,-43.3002,-65.1023,61.18,32,0,22.75,AR,1610456156
Kalmunai,7.4167,81.8167,79.47,85,96,11.03,LK,1610456157
Asău,46.4333,26.4,35.01,100,75,9.22,RO,1610456158
Teya,60.3778,92.6267,-23.8,83,92,2.86,RU,1610456158
Baykit,61.67,96.37,-24.79,81,94,2.21,RU,1610456159
Qui Nhon,13.7667,109.2333,64.89,80,100,19.15,VN,1610456159
Pedernales,18.0384,-71.744,78.53,55,100,2.46,DO,1610456160
Daru,-9.0763,143.2092,82.11,80,29,5.7,PG,1610456160
Batagay-Alyta,67.8006,130.4114,-39.53,76,6,1.95,RU,1610456161
Acaraú,-2.8856,-40.12,84.06,64,60,11.5,BR,1610456161
Zhigansk,66.7697,123.3711,-46.88,77,78,8.88,RU,1610456162
Thatcham,51.4037,-1.2605,46.99,91,82,4.0,GB,1610456162
Frankfurt am Main,50.1167,8.6833,39.99,87,90,14.97,DE,1610456163
Bathsheba,13.2167,-59.5167,75.2,83,75,21.85,BB,1610456164
Ambilobe,-13.2,49.05,84.56,71,4,7.72,MG,1610456165
Osakarovka,50.565,72.5692,4.78,93,100,27.27,KZ,1610456166
Yeniseysk,58.4497,92.1703,-20.88,87,92,2.35,RU,1610456166
Ust-Nera,64.5667,143.2,-30.44,75,88,3.91,RU,1610456167
Russell,32.3502,-85.1999,44.6,93,90,4.61,US,1610456167
Labuan,5.2767,115.2417,80.6,83,40,9.22,MY,1610456168
Manturovo,58.3353,44.7619,-10.07,90,99,4.41,RU,1610456168
Kumluca,36.3703,30.2869,64.83,63,62,5.61,TR,1610456169
Shakawe,-18.3667,21.85,86.72,48,97,4.79,BW,1610456169
Poronaysk,49.2167,143.1167,2.88,94,100,6.38,RU,1610456170
Esil,51.9556,66.4042,-4.25,90,100,11.05,KZ,1610456170
San Miguel de Tucumán,-26.8241,-65.2226,66.2,94,90,9.22,AR,1610456132
Bereda,43.2686,-7.5406,51.01,74,0,1.01,ES,1610456171
Bose,45.4612,8.0137,41.0,65,0,2.98,IT,1610456172
Xichang,27.8964,102.2634,35.35,84,100,2.93,CN,1610456173
Brazzaville,-4.2658,15.2832,86.0,66,75,5.75,CG,1610456173
Faya,18.3851,42.4509,59.0,51,75,9.22,SA,1610456174
Hualmay,-11.0964,-77.6139,71.33,80,49,6.2,PE,1610456174
Orangeville,43.9168,-80.0997,27.0,98,87,8.32,CA,1610456175
Seoni,22.0833,79.5333,67.48,43,98,8.79,IN,1610456176
Sesheke,-17.4759,24.2968,83.91,63,100,1.12,ZM,1610456177
Teberda,43.4456,41.7448,44.8,66,100,11.34,RU,1610456177
Qarqīn,37.4185,66.0436,41.52,61,0,13.56,AF,1610456178
Wairoa,-39.0333,177.3667,59.0,90,20,1.99,NZ,1610456178
Prattville,32.464,-86.4597,41.0,100,90,5.75,US,1610456179
Bay Roberts,47.5999,-53.2648,26.01,80,90,9.22,CA,1610456179
Calvinia,-31.4707,19.776,91.65,17,0,14.18,ZA,1610456180
Fare,-16.7,-151.0167,80.31,78,100,20.42,PF,1610456181
Médéa,36.2642,2.7539,55.4,82,75,9.22,DZ,1610456181
Kindersley,51.4668,-109.1682,17.6,86,40,6.91,CA,1610456182
Baijiantan,45.6333,85.1833,5.25,90,47,1.83,CN,1610455938
La Asuncion,11.0333,-63.8628,77.76,79,60,11.92,VE,1610456081
Melo,-32.3667,-54.1833,70.59,71,75,14.27,UY,1610456183
Lanzhou,36.0564,103.7922,24.01,34,0,1.07,CN,1610456185
Kruisfontein,-34.0033,24.7314,73.99,86,100,5.99,ZA,1610456186
Aranos,-24.1333,19.1167,84.81,45,98,8.28,NA,1610456187
Inta,66.0317,60.1659,-11.29,88,3,4.7,RU,1610456188
Pahrump,36.2083,-115.9839,36.0,28,1,4.61,US,1610456020
Dubbo,-32.25,148.6167,71.6,53,0,3.44,AU,1610456189
San Vicente,-26.6167,-54.1333,84.94,68,0,1.79,AR,1610456190
Yafran,32.0633,12.5286,52.54,62,78,19.28,LY,1610456190
Mozarlândia,-14.7447,-50.5706,82.27,69,100,5.28,BR,1610456191
Sandy Bay,-42.913,147.3532,57.99,67,75,4.61,AU,1610456191
Maningrida,-12.0667,134.2667,83.64,78,0,4.79,AU,1610456192
Ola,59.5833,151.2833,5.18,93,100,8.57,RU,1610456192
Karratha,-20.7377,116.8463,88.25,55,0,13.24,AU,1610456193
Poso,-1.3959,120.7524,80.4,76,100,3.58,ID,1610456193
Waddān,29.1614,16.139,68.7,43,100,15.17,LY,1610456194
Coquimbo,-29.9533,-71.3436,59.0,88,20,4.61,CL,1610456195
Trairi,-3.2778,-39.2689,85.53,58,98,9.1,BR,1610456196
Kontagora,10.3999,5.4695,101.46,8,0,3.36,NG,1610456196
Byndoor,13.8667,74.6333,84.31,51,100,5.64,IN,1610456197
Savasleyka,55.4606,42.3207,-4.27,91,15,2.19,RU,1610456197
Neiafu,-18.65,-173.9833,77.0,94,20,11.27,TO,1610456198
Cabedelo,-6.9811,-34.8339,86.0,66,75,10.36,BR,1610456198
College,64.8569,-147.8028,-2.2,78,40,1.95,US,1610456199
Kenai,60.5544,-151.2583,28.4,74,20,14.97,US,1610456199
Fairbanks,64.8378,-147.7164,-2.2,78,40,1.61,US,1610456200
Chimbote,-9.0853,-78.5783,70.27,83,34,5.39,PE,1610456200
Garmsār,35.2182,52.3409,50.54,46,0,2.77,IR,1610456201
Cap-aux-Meules,47.3821,-61.8597,28.4,80,100,8.05,CA,1610456042
General Pico,-35.6566,-63.7568,72.95,19,0,10.22,AR,1610456202
Tornio,65.8481,24.1466,5.0,78,0,17.27,FI,1610456203
Verkh-Suetka,53.3,80.05,4.93,93,100,16.82,RU,1610456203
Ovalle,-30.5983,-71.2003,73.09,31,0,3.89,CL,1610456204
Husavik,66.0449,-17.3389,5.0,85,0,3.44,IS,1610456205
Mogadishu,2.0371,45.3438,80.6,65,0,24.7,SO,1610456205
Kavieng,-2.5744,150.7967,83.05,78,55,16.71,PG,1610456206
Maţāy,28.419,30.7792,83.57,17,100,9.1,EG,1610456206
Qaqortoq,60.7167,-46.0333,42.8,33,75,20.71,GL,1610456207
Shahr-e Bābak,30.1165,55.1186,49.71,40,0,3.8,IR,1610456207
Inírida,3.8653,-67.9239,76.57,87,71,2.46,CO,1610456208
Olafsvik,64.8945,-23.7142,35.1,83,51,15.88,IS,1610456208
Helong,42.5397,128.9972,14.32,88,100,4.97,CN,1610456209
Lagos,6.5833,3.75,91.9,51,29,4.36,NG,1610455965
Sampit,-2.5333,112.95,77.16,91,45,2.24,ID,1610456210
Marystown,47.1666,-55.1483,31.42,93,100,10.63,CA,1610455934
Avenal,36.0041,-120.129,37.4,80,1,4.61,US,1610456211
Nekrasovka,48.3525,135.2325,3.2,66,20,4.47,RU,1610456212
Chulym,55.0997,80.9572,-10.66,87,100,13.62,RU,1610456212
Tubualá,9.5167,-79.0333,75.2,94,40,2.3,PA,1610456213
Paján,-1.5667,-80.4167,74.53,82,83,0.43,EC,1610456213
Abu Samrah,35.3029,37.1841,70.56,31,0,4.34,SY,1610456214
Ulaangom,49.9811,92.0667,-15.34,83,93,0.38,MN,1610456215
Misratah,32.3754,15.0925,63.52,57,100,21.36,LY,1610456215
Buraidah,26.326,43.975,66.2,42,0,3.44,SA,1610456216
Ewo,-0.8725,14.8206,89.62,47,99,0.29,CG,1610456216
Ambulu,-8.345,113.6058,78.35,87,100,3.76,ID,1610456217
Nālūt,30.3333,10.85,61.65,29,0,16.2,LY,1610456217
Luganville,-15.5333,167.1667,79.74,78,100,3.65,VU,1610456218
Malbork,54.0359,19.0266,34.0,100,100,14.32,PL,1610456218
Young,-32.6833,-57.6333,71.01,72,100,3.0,UY,1610456219
Thanjavur,10.8,79.15,77.0,88,90,10.36,IN,1610456219
Ibotirama,-12.1853,-43.2206,83.3,69,0,2.89,BR,1610456220
Merauke,-8.4667,140.3333,83.19,80,100,5.46,ID,1610456221
Sainte-Thècle,46.8168,-72.4991,24.8,93,98,1.14,CA,1610456221
Sola,-13.8833,167.55,83.93,79,100,3.53,VU,1610456222
Tijāra,27.9333,76.85,59.0,6,0,5.82,IN,1610456222
Lock Haven,41.137,-77.4469,28.99,94,100,6.85,US,1610456223
Amuntai,-2.4177,115.2494,77.13,91,97,2.86,ID,1610456224
Norsup,-16.0667,167.3833,82.27,79,100,1.3,VU,1610456225
Siocon,7.7061,122.1353,78.49,83,100,7.29,PH,1610456226
Laurinburg,34.7741,-79.4628,43.0,93,90,5.75,US,1610455936
Arrondissement de Morlaix,48.5833,-4.0,51.8,93,90,19.57,FR,1610456227
Slave Lake,55.2834,-114.769,21.2,86,1,2.3,CA,1610456227
Mackay,-21.15,149.2,78.8,83,75,18.41,AU,1610456098
Umluj,25.0213,37.2685,80.38,33,0,8.63,SA,1610456228
Ormara,25.2088,64.6357,71.51,30,0,7.47,PK,1610456229
Beian,63.6559,9.5683,28.4,86,90,18.41,NO,1610456229
Alappuzha,9.49,76.3264,74.1,92,100,9.24,IN,1610456230
Herveo,5.0833,-75.1667,60.42,79,20,1.99,CO,1610456230
Bara,10.3744,10.7288,91.4,24,0,9.22,NG,1610456231
Dakar,14.6937,-17.4441,68.0,73,0,13.8,SN,1610456207
Solnechnyy,50.7214,136.6319,-9.13,87,28,0.67,RU,1610456232
Beitbridge,-22.2167,30.0,91.92,37,51,13.58,ZW,1610456232
Aswān,24.0934,32.907,86.72,17,0,13.13,EG,1610456233
Beringovskiy,63.05,179.3167,-18.0,86,100,13.51,RU,1610456233
Mariehamn,60.0973,19.9348,30.2,93,90,6.91,AX,1610456234
Bulgan,48.8125,103.5347,-2.88,82,0,0.94,MN,1610456235
Tairua,-37.0167,175.85,69.01,81,49,10.0,NZ,1610456235
Primorsko-Akhtarsk,46.0497,38.1747,36.21,81,100,15.99,RU,1610456236
Khasan,42.4308,130.6434,24.17,89,100,6.04,RU,1610456236
Kamsack,51.5667,-101.9009,19.4,93,1,9.22,CA,1610456237
Lata,40.1629,-8.3327,52.0,55,0,1.88,PT,1610456237
Xaçmaz,41.4635,48.806,44.11,90,100,11.43,AZ,1610456238
Nelson Bay,-32.7167,152.15,72.0,78,100,8.05,AU,1610456238
Wajima,37.4,136.9,42.75,67,97,17.13,JP,1610456239
Bonfim,3.0833,-59.95,77.0,88,40,13.8,BR,1610456239
Assis,-22.6617,-50.4122,80.01,78,70,8.48,BR,1610456240
Sambava,-14.2667,50.1667,84.56,64,0,6.26,MG,1610456240
Juneau,58.3019,-134.4197,41.0,65,90,13.8,US,1610456241
Yoichi,43.2039,140.7703,30.99,96,100,4.5,JP,1610456241
Port Macquarie,-31.4333,152.9167,64.0,94,98,7.43,AU,1610456206
Saint-Louis,16.3333,-15.0,77.0,38,0,4.61,SN,1610456242
Ust'-Uda,54.1742,103.0304,-20.18,85,100,1.05,RU,1610456243
Kiunga,-6.1219,141.2906,76.01,98,100,4.74,PG,1610456244
Moerai,-22.4333,-151.3333,79.97,76,59,16.64,PF,1610456244
Egvekinot,66.3167,-179.1667,-12.1,86,100,14.79,RU,1610456245
Chānasma,23.7167,72.1167,69.67,33,0,4.29,IN,1610456246
Bairiki Village,1.3292,172.9752,78.8,89,90,10.36,KI,1610456246
Kaeo,-35.1,173.7833,64.0,91,27,1.99,NZ,1610456247
Canarana,-11.6847,-41.7689,79.81,63,9,5.75,BR,1610456247
Tezu,27.9167,96.1667,61.88,78,100,3.53,IN,1610456248
Northam,51.0333,-4.2167,51.01,99,100,5.99,GB,1610456249
Krasnovka,48.8177,40.0923,24.42,96,100,4.97,RU,1610456249
Panzhihua,26.5851,101.7128,39.74,73,40,1.05,CN,1610456250
Gornopravdinsk,60.05,69.9,-23.22,85,0,4.36,RU,1610456250
Ippy,6.2679,21.2247,103.77,8,0,3.2,CF,1610456251
Duku,11.2361,4.9073,99.05,8,0,5.32,NG,1610456251
Zhuhai,22.2769,113.5678,54.0,40,0,3.44,CN,1610456252
Beni,0.5,29.4667,83.46,41,99,2.35,CD,1610456252
The Valley,18.217,-63.0578,78.8,78,40,11.5,AI,1610456185
Fort Nelson,58.8053,-122.7002,8.6,92,40,4.61,CA,1610456254
Muskegon,43.3,-86.1334,35.6,80,90,14.97,US,1610456157
Mahina,-17.5065,-149.489,77.0,78,75,3.44,PF,1610456255
Kushiro,42.975,144.3747,23.0,93,75,10.36,JP,1610456255
Haines Junction,60.7522,-137.5108,8.6,92,99,1.14,CA,1610456256
San Jose,37.3394,-121.895,50.0,87,1,0.11,US,1610456206
